hotel_name_ar,hotel_name_en,city,district,zone_type,proximity_band,central_map_number,central_sector,distance_to_haram_km,verification_status,source_authority,source_url,source_map_edition,source_notes,name_method,source_catalogue
فندق نيو المدينة,New Madinah Hotel,المدينة المنورة,المنطقة المركزية الجنوبية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
هازا مانزيلي رابوا برانتش,Haza Manzeli Rabwa Branch,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق هافن بلازا,Haven Plaza Hotel,المدينة المنورة,قربان,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
هامبتون من هيلتون المدينة سنترال ديستريكت,Hampton By Hilton Madinah Central District,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق هاو إن,How inn Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
هدى طيبة,Huda Taiba,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,421,400,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Existing verified English name,Central204
فندق هوم تل,Home Tel Hotel,المدينة المنورة,العريض,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق هيل,Hill Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
واجهة طيبة,Wajha Taiba Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,157,100,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق وادي السفراء,Wadi Al Sufaraa Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق وارده رحيق,Wardh rahiq hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
وافياهوتيل,wafiahotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق وايت دايموند,White Diamond Hotel,المدينة المنورة,العريض,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
وديان سيتي,Wedyan City,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
وردة الإيمان,Wardat Al Eiman Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,360,300,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
وردة السعادة,Wardat Al Saadah Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,364,300,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
وردة الصفا,Wardat Al Sfa Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,320,300,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
وردة رحيق,Wardat rahiq,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
وفادة الزهراء,Wfada Al Zhra' Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,210,200,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
وقت التنزيل,Wqt Al Tnzyl Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,310,300,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
فندق وقف عثمان بن عفان,Waqf Othman Bin Affan Hotel,المدينة المنورة,المنطقة المركزية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق ون إن,One Inn Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,412,400,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Booking.com current property name,Central204
فندق ون نايت,One Night Hotel,المدينة المنورة,شظاة,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
وورث تود,Wwrth Twd Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,237,200,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
وورث نروان,Wwrth Nrwan Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,244,200,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
